Name,Title,Practice affiliation,Address,Phone,Website,Email,YELP Profile
"Arben Celaj, DDS",,,"1870 Avondale Ave Ste 2 Sacramento, CA 95825",(916) 488-1933,N/a,,https://www.yelp.com/adredir?ad_business_id=O4OGCPhOYwKUd80M9V8ucg&campaign_id=W_eJZLYFt91Epw9UggS0-w&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Farben-celaj-dds-sacramento-2&request_id=d0cea7d54bcdf04e&signature=48444154bf4ee27ef5423b5ec231b3fdfcbbf54aaca78080622bc70122de1b73&slot=0
Kaiser Permanente Roseville Medical Center,,,"1600 Eureka Rd Roseville, CA 95661",(916) 784-4000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkp.org%2Fkpweb%2Ffacilitydir%2Ffacility.do%3Fid%3D100331&cachebuster=1647082219&website_link_type=website&src_bizid=UkEvZSRQ02yGlIM5NhtpDQ&s=2c286db1a16ed0a3ffda4ad55d3060a2e9d12a0708ebb2e422d0916bd712862d,,https://www.yelp.com/biz/kaiser-permanente-roseville-medical-center-roseville-9?osq=Pediatrician
Methodist Hospital of Sacramento,,,"7500 Hospital Dr Sacramento, CA 95823",(916) 423-3000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.methodistsacramento.org%2F&cachebuster=1647082223&website_link_type=website&src_bizid=1ags-SLy5Mzifu7Ldoi06A&s=57510a070eba1b5e0af7f48b9f8d7b337f9b8e4f2763b95d9499bfba253af7d4,,https://www.yelp.com/biz/methodist-hospital-of-sacramento-sacramento-4?osq=Pediatrician
Avala Pediatrics,,,"406 Sunrise Ave Ste 280 Roseville, CA 95661",(916) 782-3786,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.avalapediatrics.com&cachebuster=1647082226&website_link_type=website&src_bizid=Y7AAOgmjnNuytKpBgsy8jw&s=494658a2129d5ee522fdd0cbf331abb24d9df51ed68650939d8f77a46c1ae4b9,,https://www.yelp.com/biz/avala-pediatrics-roseville?osq=Pediatrician
"Erin J Shaw, MD",,Sutter Medical Foundation ,"685 Twelve Bridges Drive Suite B Lincoln, CA 95648",(916) 408-5915,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-erin-j-shaw%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082239&website_link_type=website&src_bizid=e189pXRXUIyS5vqWlLrncw&s=63705c56f43dd0c1f7ad8eac74b53d387dd129f2c31f6aa917e614cbb21554c0,,https://www.yelp.com/biz/erin-j-shaw-md-lincoln?osq=Pediatrician
Frank Kenneth A MD Pedtrcs Uc Davis Medical Group,,,"251 Turn Pike Dr Folsom, CA 95630",(916) 985-9330,N/a,,https://www.yelp.com/biz/frank-kenneth-a-md-pedtrcs-uc-davis-medical-group-folsom?osq=Pediatrician
"Jeffrey W Jilk, MD",,Sutter Medical Foundation ,"2020 Sutter Place Suite 201 Davis, CA 95616",(530) 750-5959,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-jeffrey-w-jilk%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082245&website_link_type=website&src_bizid=LXwJD6Gq6mrYWlm77WQJaA&s=2b6dfd3053a759155fa7395b11b2d9509c6b7d6d281b2d011fd28cb1c28f103c,,https://www.yelp.com/biz/jeffrey-w-jilk-md-davis?osq=Pediatrician
"M Jammal, MD",,,"151 N Sunrise Ave Ste 1403 Roseville, CA 95661",(916) 771-4414,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.jammalpediatrics.com&cachebuster=1647082255&website_link_type=website&src_bizid=xM0jQZHM4IBHzOO5F2OyVQ&s=6ccc704b845c7aeadca3b354778e7f0013739e0bd305c242eeb97895efc2aa36,,https://www.yelp.com/biz/m-jammal-md-roseville?osq=Pediatrician
UC Davis Medical Group - Roseville,,,"1620 E Roseville Pkwy Ste 200 Roseville, CA 95661",(916) 783-7109,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.ucdmc.ucdavis.edu%2Fmedicalcenter%2Fcliniclocations%2Fprimarycare%2Froseville_2261.html&cachebuster=1647082258&website_link_type=website&src_bizid=wJYPkCLJ0KmgZthS6RfdWQ&s=1caddd2465dbdf48a2ad1192d6941c3cefb1f812323e56fb53c2f3d48c71598b,,https://www.yelp.com/biz/uc-davis-medical-group-roseville-roseville?osq=Pediatrician
My Kid's Dentist & Orthodontics,,,"4690 Natomas Blvd Ste 130 Sacramento, CA 95835",(279) 972-5068,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.mkdparkplace.com%3Fsc_cid%3DYelp%3AO%3AKD%3A7096%3AOrganic_Search%3AGeneral%3Ana&cachebuster=1647082265&website_link_type=website&src_bizid=aBicPxuN_b_XmqEdvQOjog&s=57d91bd10f5e2895d00ee6b076430a817dba6552fe8cd2e740efc6661e4f1de1,,https://www.yelp.com/adredir?ad_business_id=aBicPxuN_b_XmqEdvQOjog&campaign_id=Y-MKhfVr7SQ9PFYOd9qH3A&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmy-kids-dentist-and-orthodontics-sacramento&request_id=3036458889377986&signature=af86d261a9358462a628f7d5c8e84646c05ebdba6b01c75c02d368adb4cd81f2&slot=0
Valley Oak Pediatrics Associates,,,"1425 W H St Ste 330 Oakdale, CA 95361",(209) 322-2653,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.valleyoakpediatrics.com&cachebuster=1647082269&website_link_type=website&src_bizid=kR-YVQUI1BuleTMfBFhcag&s=799b7a9bcbcdb293c3f9a5e040884b45e1c1b3bf898d441362b92eedde0ae9fb,,https://www.yelp.com/biz/valley-oak-pediatrics-associates-oakdale?osq=Pediatrician
"Ann K Duncan, MD",,Sutter Medical Foundation ,"2575 East Bidwell Street Suite 100 Folsom, CA 95630",(916) 817-3700,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-ann-k-duncan%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082280&website_link_type=website&src_bizid=DIV6TO0Mt5SCLC_Nyugfow&s=0474ac07419e3bbe64c1c7513e8ac7983812f4c737bb98ddf4cdfa4de6700867,,https://www.yelp.com/biz/ann-k-duncan-md-folsom-3?osq=Pediatrician
"Pamela Verder-Bautista, MD",,,"632 W Gibson Rd Woodland, CA 95695",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fwoodland-davis&cachebuster=1647082282&website_link_type=website&src_bizid=mExyfzEw4K3__b-RcAWb6Q&s=fd094c1146fbc0f0d6c55b5c74c27e8a3bbaeeb49f00566e108cf9b190261254,,https://www.yelp.com/biz/pamela-verder-bautista-md-woodland?osq=Pediatrician
"Mac Wayment, DO",,,"1700 Prairie City Rd Folsom, CA 95630",(916) 351-4800,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.dhmf.org%2Fmercymedicalgroup&cachebuster=1647082284&website_link_type=website&src_bizid=fAgN8KWtzH1zh2hsWTY0rg&s=6520a41dd074fbffe4a366ab6f4a9849a0b38e068d86e3e4a6883b963e7ca3c6,,https://www.yelp.com/biz/mac-wayment-do-folsom?osq=Pediatrician
Jammal Mary Ann MD,,,"3100 Douglas Blvd Roseville, CA 95661",(916) 774-8500,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsutterphysiciansalliance.org%2F&cachebuster=1647082298&website_link_type=website&src_bizid=pAcZLDcLI3vwGaRYcgXZOQ&s=8c79323d695004d31e76470a00ee0fb2164ddda17f3d27adfee17a97a5e1967b,,https://www.yelp.com/biz/jammal-mary-ann-md-roseville?osq=Pediatrician
LifeLong Brookside San Pablo Health Center,,,"2023 Vale Rd San Pablo, CA 94806",(510) 981-4100,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.lifelongmedical.org%2Flocations%2Fbrookside-san-pablo-health-center%3Futm_source%3Dyelp%26utm_medium%3Dyelp%26utm_campaign%3Dyelp&cachebuster=1647082306&website_link_type=website&src_bizid=7NXR76cAyOyQ7VBBHDV0RQ&s=0fa73f2c57a781fdd45d56d9dc73a9ce366f93a257bf0f4e9d573216fdbe4653,,https://www.yelp.com/adredir?ad_business_id=7NXR76cAyOyQ7VBBHDV0RQ&campaign_id=OVWKbDY1Z2MIAzCZQrPthQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flifelong-brookside-san-pablo-health-center-san-pablo&request_id=07d24066520cdbc6&signature=3b02f78d2b77d358673435cfcf2ce8679c053de1d9a0995fdf971adf0ff109ea&slot=0
Kaiser Permanente Elk Grove Medical Offices,,,"9201 Big Horn Blvd Elk Grove, CA 95758",(916) 478-5000,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fkp.org%2Fkpweb%2Ffacilitydir%2Ffacility.do%3Fid%3D100370&cachebuster=1647082309&website_link_type=website&src_bizid=kLrFSH8tNxVopyryv8WC3Q&s=b4ed5a9eb2882d8557b83195cbfce1a31b5b9e28ad8654388180c6f78779a9c6,,https://www.yelp.com/biz/kaiser-permanente-elk-grove-medical-offices-elk-grove-3?osq=Pediatrician
East Bay Pediatrics,,,"96 Davis Rd Ste 2 Orinda, CA 94563",(925) 438-1100,N/a,,https://www.yelp.com/biz/east-bay-pediatrics-orinda?osq=Pediatrician
Monarch Cosmetic MD,,,"8727 Auburn Folsom Rd Granite Bay, CA 95746",(916) 953-5396,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fmonarchcosmeticmd.com&cachebuster=1647082320&website_link_type=website&src_bizid=LaQXSW6gwbbMtH6pbi2bag&s=168a2cc2a66247446b13f125a0b6fcf06c480e890c9609fb218acc2e842049fb,,https://www.yelp.com/adredir?ad_business_id=LaQXSW6gwbbMtH6pbi2bag&campaign_id=fdcxu7p8s0ToORvLAo_zug&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmonarch-cosmetic-md-granite-bay&request_id=2608efa3fc236307&signature=f2301f5a1efb1afb7b451db7280ba12b27613c0c6705e1a6f845beef9a4b57c4&slot=0
"Amy Zhou, MD",,,"2330 W. Covell Blvd. Davis, CA 95616",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fsacramento%2Fmedical-group%2Fwoodland-davis&cachebuster=1647082329&website_link_type=website&src_bizid=5imv1PSJl9chjw8xRgaEkg&s=dc70782005efb4d0dac7282d85e5b179658d5e6195ff9d3061c48b0c01010373,,https://www.yelp.com/biz/amy-zhou-md-davis?osq=Pediatrician
"Shikha Garg, MD - Mission Care Pediatrics",,,"2170 E Bidwell St Folsom, CA 95630",(916) 983-8696,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fmissioncarepeds.com&cachebuster=1647082331&website_link_type=website&src_bizid=n4VRwIuHtVVOoyyeckM3Jg&s=e8befc4f18f9e8c388eb1faa8df2a0e4ac1b609294c688e3a49a123a8ae7225c,,https://www.yelp.com/biz/shikha-garg-md-mission-care-pediatrics-folsom?osq=Pediatrician
"Henry Kano, MD",,,"632 W Gibson Rd Woodland, CA 95695",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fourdoctors%2F1861427437-Henry-Kano%3Futm_source%3DLocalSearch%26utm_medium%3DPhysician%26utm_campaign%3DDignityHealthMedicalFoundation-WoodlandandDavis%26utm_term%3DHenry-Kano-1861427437a&cachebuster=1647082334&website_link_type=website&src_bizid=pvClUWWb6E-aGUP__Gg1Xg&s=0149461cc5f650eb013a4eabd58577857f9cde513735c94dbd97cfdf96031aa1,,https://www.yelp.com/biz/henry-kano-md-woodland?osq=Pediatrician
"Jeffrey W Berger, DDS PC",,,"19604 Mono Way Sonora, CA 95370",(209) 532-2915,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.The209dentist.com&cachebuster=1647082344&website_link_type=website&src_bizid=7OvckvRbb2f7wrG_8TjRog&s=6298cb1d7d969a49b99697d57c29dcaa9094d995a28689f110fcb64801996ebb,,https://www.yelp.com/adredir?ad_business_id=7OvckvRbb2f7wrG_8TjRog&campaign_id=9w9ksPJ7pA130GjlOeEBFA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjeffrey-w-berger-dds-pc-sonora-3&request_id=343608105505b790&signature=0166d8d03ef31afadd574df630713ddccfa6e07113fe6a72e2b462395bbf95a9&slot=0
East Bay Pediatrics,,,"2999 Regent St Ste 325 Berkeley, CA 94705",(925) 438-1100,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.eastbaypediatrics.com%2F&cachebuster=1647082347&website_link_type=website&src_bizid=3tgbHvQi7Rs0LjpZtmigPQ&s=5c575d31e8483b13f432a3edd12af09343bfa46ed1704f76ae6b0738ebad85e8,,https://www.yelp.com/biz/east-bay-pediatrics-berkeley?osq=Pediatrician
"Montgomery L Kong, MD",,,"1822 San Miguel Dr Walnut Creek, CA 94596",(925) 945-3580,N/a,,https://www.yelp.com/biz/montgomery-l-kong-md-walnut-creek?osq=Pediatrician
UC Davis Medical Group - Rocklin,,,"550 W Ranch View Dr Ste 2005 Rocklin, CA 95765",(916) 295-5700,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.ucdmc.ucdavis.edu%2Fmedicalcenter%2Fcliniclocations%2Fprimarycare%2Frocklinp.html&cachebuster=1647082365&website_link_type=website&src_bizid=uryUJmtsurhgIYmiPU_otg&s=73df3f9a56e9eb888c4c5eb2a0711cdb43bc33d9212f1dd968dede26486b0c46,,https://www.yelp.com/biz/uc-davis-medical-group-rocklin-rocklin?osq=Pediatrician
Turnure Medical Group Urgent Care,,,"6805 Five Star Blvd Ste 100 Rocklin, CA 95677",(916) 624-3500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fturnuremedicalgroup.net&cachebuster=1647082397&website_link_type=website&src_bizid=YrWgWz5eSEiDVO_SPj5qzw&s=87a3438b31a4bdbaa31a5a4fc9939c3a8fa698a5b739e9fbba820b79259c7313,,https://www.yelp.com/biz/turnure-medical-group-urgent-care-rocklin-4?osq=Pediatrician
"Gregory Spears, DO",,,"1700 Prairie City Rd Folsom, CA 95630",(916) 351-4800,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.dhmf.org%2Fmercymedicalgroup&cachebuster=1647082399&website_link_type=website&src_bizid=o7srrtNpyAokrCptFzaEIQ&s=d5508234ab0899c8b5d266dea0eee94ae2ba5fafa988e7cf357f0267e133020b,,https://www.yelp.com/biz/gregory-spears-do-folsom-2?osq=Pediatrician
Dignity Health Medical Foundation - Woodland and Davis,,,"632 W Gibson Rd Woodland, CA 95695",(530) 631-1704,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Flocations.dignityhealth.org%2Fdignity-health-medical-foundation-woodland-and-davis&cachebuster=1647082404&website_link_type=website&src_bizid=tedpcwm6MJxAj8RXAtwJXg&s=d53c2fcdac7481001d7ee5dedf6de08e5076dddd4d70abeedfd95fa771df603b,,https://www.yelp.com/biz/dignity-health-medical-foundation-woodland-and-davis-woodland?osq=Pediatrician
Sutter Walk-In Care Sacramento,,,"2537 Fair Oaks Blvd Sacramento, CA 95825",(800) 972-5547,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fmyhealthonline.sutterhealth.org%2Fmho%2Fscheduling%2Fonmyway%2F%3FrfvID%3D111%26dispGroups%3D27393%26utm_medium%3Dsocial%26utm_source%3Dyelp%26utm_campaign%3Dvalley-yelp-facility%26utm_content%3Dbranded-url&cachebuster=1647082406&website_link_type=website&src_bizid=RNL_ZHPPYT92d37nBt2ehA&s=56ce1cd78becde58ae64ec9524a3f4b3ea5c5bef681ca078e21bcb07a998e06d,,https://www.yelp.com/adredir?ad_business_id=RNL_ZHPPYT92d37nBt2ehA&campaign_id=aPpth6dL0qWyvka7BIrvaw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsutter-walk-in-care-sacramento-sacramento&request_id=1b3cd39c3ea447bd&signature=42dceaaf4ffe28be2c5aab9ff16ec306222fb69b566320233d790de04fd1704d&slot=0
Kids Care Dental & Orthodontics - Rancho Cordova Office,,,"3101 Zinfandel Dr Ste 120 Rancho Cordova, CA 95670",(916) 638-8099,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.kidscaredental.com%2Flocations%2Francho-cordova%2F%3Futm_campaign%3DYelp%26utm_medium%3DYelp%26utm_source%3DSocial&cachebuster=1647082413&website_link_type=website&src_bizid=Bm6tM54umQ6Zs63SraEdGg&s=fd99f87077eebca60f39a421af77dfbd68eef322ba73e79d344ee05ddeba0d3f,,https://www.yelp.com/adredir?ad_business_id=Bm6tM54umQ6Zs63SraEdGg&campaign_id=tMI0c1MaZQyb3RfZQzFoaA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkids-care-dental-and-orthodontics-rancho-cordova-office-rancho-cordova&request_id=1b3cd39c3ea447bd&signature=1d6eb1cc150304535a193d94c30070fcc7e22369eee53866510ec19d431d4cf4&slot=0
Pinwheel Pediatrics,,,"2165 E St Concord, CA 94520",(925) 827-9195,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.pinwheelpediatrics.com&cachebuster=1647082426&website_link_type=website&src_bizid=71ApzZSQjERMm_oXkbMfgw&s=9ad16ba441b61e18334e51501e8cfaa6552bc22f1e3c0b2db9bbca12b753aec0,,https://www.yelp.com/biz/pinwheel-pediatrics-concord?osq=Pediatrician
"Mercy Medical Group - Cameron Park, Primary and Pediatric Care",,,"3427 Robin Ln Ste 100 Cameron Park, CA 95682",(530) 503-6194,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Flocations.dignityhealth.org%2Fmercy-medical-group-cameron-park-primary-and-pediatric-care%3Futm_source%3DLocalSearch%26utm_medium%3DFacility%26utm_campaign%3DLisa%26utm_term%3DMercyMedicalGroup-CameronPark%2CPrimaryandPediatricCare&cachebuster=1647082445&website_link_type=website&src_bizid=sOE_5cqudTAv5EM1vV30Wg&s=0a3876f29054a7e46faf7151314f349863692ad1eedbe48008b35c4b3f076f82,,https://www.yelp.com/biz/mercy-medical-group-cameron-park-primary-and-pediatric-care-cameron-park?osq=Pediatrician
"Paul Cortez, MD",,,"1505 Saint Alphonsus Ct Alamo, CA 94507",(925) 838-7337,N/a,,https://www.yelp.com/biz/paul-cortez-md-alamo?osq=Pediatrician
Marshall Birth Center,,,"1100 Marshall Way Placerville, CA 95667",(530) 626-2638,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.marshallmedical.org&cachebuster=1647082450&website_link_type=website&src_bizid=pjAbVYD3MfRg9ktf29qXvg&s=254182bf1dda0c06879a0ad590d2dc7d1bb77cdfcd4e37f5b0388930e87ad69f,,https://www.yelp.com/biz/marshall-birth-center-placerville?osq=Pediatrician
Cathy Vincent & Associates,,,"205 Crow Canyon Dr Folsom, CA 95630",(916) 988-5441,N/a,,https://www.yelp.com/biz/cathy-vincent-and-associates-folsom?osq=Pediatrician
Western Dental & Orthodontics,,,"1701 Watt Ave Sacramento, CA 95825",(916) 619-4565,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.westerndental.com%2Fen-us%2Fmake-an-appointment-online%3Futm_source%3DYelp&cachebuster=1647082458&website_link_type=website&src_bizid=zU_sTlkEIGouYrRgh2IPCw&s=d2fe5a4129faf9605b66b6f97c44f7305a0cccc2b41398b574c52eb2efc0f76e,,https://www.yelp.com/adredir?ad_business_id=zU_sTlkEIGouYrRgh2IPCw&campaign_id=HK4D4BsHCjIJ57tKkGF3og&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fwestern-dental-and-orthodontics-sacramento-5&request_id=867369e4aee7cde6&signature=13f11465dfb1b1f098348ab638c94695c96bb9f2c62148d0a9bc41a37a05c2f4&slot=1
"Lenbert Wong, MD",,Sutter Medical Foundation ,"3100 Douglas Blvd. Roseville, CA 95661",(916) 774-8500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-lenbert-wong%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082462&website_link_type=website&src_bizid=KBeoFNw2SpaF2jgP1r1fWg&s=0178a671a8a07ae88dae11a7209c8a129ecd195b586024740a1f51c223175f09,,https://www.yelp.com/biz/lenbert-wong-md-roseville?osq=Pediatrician
Community Medical Centers,,,"600 Nut Tree Rd Ste 260 Vacaville, CA 95687",(707) 359-1800,N/a,,https://www.yelp.com/biz/community-medical-centers-vacaville?osq=Pediatrician
"Judith C Vallero, MD",,Sutter Medical Foundation,"2020 Sutter Place, #201 Davis, CA 95616",(530) 750-5959,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-judith-c-vallero%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082480&website_link_type=website&src_bizid=yOLdTuCqeE63pJXVbis7Dg&s=2bfe7c0f009aa0a8a2440db4a8cbef9d70e42b98bebf083ae0e5087bdaad3eea,,https://www.yelp.com/biz/judith-c-vallero-md-davis-2?osq=Pediatrician
"Veeraparn Kanchananakhin, MD",,,"2330 West Covell Blvd Davis, CA 95616",(530) 756-2364,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.dhmf.org%2Fwoodland&cachebuster=1647082483&website_link_type=website&src_bizid=WOm28zixLnz_QOsCfLkbsw&s=16e6cd9cdaeb564d7c0f6747acf7b3916124b11defeacae69d258399b025816a,,https://www.yelp.com/biz/veeraparn-kanchananakhin-md-davis?osq=Pediatrician
"Stephen Nowicki, MD",,,"1207 Fairchild Ct Woodland, CA 95695",(530) 668-2600,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.dignityhealth.org%2Fourdoctors%2F1477537264-Stephen-Nowicki%3Futm_source%3DLocalSearch%26utm_medium%3DPhysician%26utm_campaign%3DDignityHealthMedicalFoundation-WoodlandandDavis%26utm_term%3DStephen-Nowicki-1477537264a&cachebuster=1647082486&website_link_type=website&src_bizid=J4DJw-oj0ynIJvq_HA4zAg&s=2f80c32bc0368d185a17785e593eb4ebc0f70275a514aba4f261a81a6cef579c,,https://www.yelp.com/biz/stephen-nowicki-md-woodland?osq=Pediatrician
"Lee Anne Wong, MD",,,"Sutter Medical Foundation 3100 Douglas Blvd. Roseville, CA 95661",(916) 774-8500,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.sutterhealth.org%2Ffind-doctor%2Fdr-leeanne-wong%3Futm_source%3Dyelp%26utm_medium%3Dsocial%26utm_content%3Dbranded-url%26utm_campaign%3Dsmf-yelp-doctors&cachebuster=1647082494&website_link_type=website&src_bizid=eAREy9B1mrDzvYdpwoSGXg&s=aec074e0cc20599dd681fd063b79499fc0de0e17f715652217b9e8015a46866f,,https://www.yelp.com/biz/lee-anne-wong-md-roseville-2?osq=Pediatrician
Placer Dermatology & Skin Care Center,,,"9285 Sierra College Blvd Roseville, CA 95661",(916) 784-3376,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fplacerdermatology.com&cachebuster=1647082497&website_link_type=website&src_bizid=RiwL3AI-oCn-5SAPturPYg&s=b02e97d47257aded3447765bde5aa8ff8f1dc041610722c17b2ccdb58f46614f,,https://www.yelp.com/biz/placer-dermatology-and-skin-care-center-roseville?osq=Pediatrician
"Navea Lourdes B, PA - Sacramento Valley Pediatric Medical Group",,,"7501 Hospital Dr Ste 203 Sacramento, CA 95823",(916) 681-1130,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fwww.sacramentovalleypediatric.com&cachebuster=1647082500&website_link_type=website&src_bizid=1svtx-m5fRkwWQ17ugfMUg&s=39e53ef9bf7321f67dc9a29d478dcf391a2cabbc5cb310c9a934fa8068c6e324,,https://www.yelp.com/biz/navea-lourdes-b-pa-sacramento-valley-pediatric-medical-group-sacramento?osq=Pediatrician
"Alfonso A. Quant, P.A.",,,"7501 Hospital Dr Ste 203 Sacramento Sacramento Valley Pediatric Sacramento, CA 95823",(916) 681-1130,https://www.yelp.co.uk/biz_redir?url=http%3A%2F%2Fsacramentovalleypediatric.com%2F&cachebuster=1647082502&website_link_type=website&src_bizid=_Z4SjaV0ZvmipLNldsooaA&s=9dc3434c62188c03ea9e2d345c800873badfe2f56f34df13c1a79d5367836435,,https://www.yelp.com/biz/alfonso-a-quant-p-a-sacramento?osq=Pediatrician
Adventist Health Lodi Memorial - Galt Multispecialty Care,,,"387 Civic Dr Galt, CA 95632",(209) 745-8080,https://www.yelp.co.uk/biz_redir?url=https%3A%2F%2Fwww.adventisthealth.org&cachebuster=1647082508&website_link_type=website&src_bizid=p8f7vObel760hf0kgbw1zw&s=1e7437518b6cf23273e45d3f1d45344650fca71e0ecb7b8baef4893f61bf7b49,,https://www.yelp.com/biz/adventist-health-lodi-memorial-galt-multispecialty-care-galt?osq=Pediatrician
